id;name;molweight;critical temperature (K);acentric factor;boiling point (K)
417;1,1-diphenyl-1-octene;264.41056;828.02;0.669;629.15
418;1,1-diphenyl-1-pentadecene;362.59872;875.43;0.805;705.15
419;1,1-diphenyl-1-pentene;222.32992;797.63;0.552;581.91
420;1,1-diphenyl-1-propene;194.27616;796.49;0.465;562.15
421;1,1-diphenyl-1-tetradecene;348.57184;868.99;0.804;696.15
422;1,1-diphenyl-1-tridecene;334.54496;863.24;0.795;687.15
423;1,1-diphenyl-1-undecene;306.4912;850.03;0.759;666.15
424;1,1-diphenylbutane;210.31892;778.3;0.452;557.44
425;1,1-diphenyldecane;294.4802;822;0.695;634.15
426;1,1-diphenyldodecane;322.53396;832.8;0.83;659.15
427;1,1-diphenylethane;182.26516;775;0.457;545.78
428;1,1-diphenylethene;180.24928;791.64;0.431;550.25
429;1,1-diphenylheptane;252.39956;802.7;0.662;607.15
430;1,1-diphenylhexadecane;378.64148;850.1;0.958;691.15
431;1,1-diphenylhexane;238.37268;794.4;0.625;594.18
432;1,1-diphenylnonane;280.45332;816.5;0.731;630.15
433;1,1-diphenyloctane;266.42644;810;0.698;619.15
434;1,1-diphenylpentadecane;364.6146;846.7;0.922;684.15
435;1,1-diphenylpentane;224.3458;786.4;0.587;581.04
436;1,1-diphenylpropane;196.29204;774.3;0.508;556.37
437;1,1-diphenyltetradecane;350.58772;842.2;0.892;676.15
438;1,1-diphenyltridecane;336.56084;838;0.863;668.15
439;1,1-diphenylundecane;308.50708;827.9;0.798;650.15
440;1,10-decanediol;174.28348;747;0.919;574
441;1,10-dibromodecane;300.0768;741.82;0.701;550.15
442;1,10-dichlorodecane;211.1742;704.32;0.57;520.15
443;1,10-diiododecane;394.07774;836.2;0.55;614.04
444;1,11-dibromoundecane;314.10368;754.56;0.741;567.15
445;1,12-dibromododecane;328.13056;766.37;0.779;583.15
446;1,12-dichlorododecane;239.22796;733.47;0.647;572.15
447;1,13-dibromotridecane;342.15744;777.32;0.813;598.15
448;1,14-dibromotetradecane;356.18432;787.47;0.843;612.15
449;1,16-dibromohexadecane;384.23808;808.08;0.889;639.15
450;1,17-dibromoheptadecane;398.26496;818.59;0.904;652.15
451;1,19-nonanecanediol;300.5254;855.38;1.065;698.15
452;1,2,2,3-tetrabromopropane;359.68076;782.3;0.587;523.15
453;1,2,2,3-tetrachloropropane;181.87556;662.36;0.31;437.15
454;1,2,2,3-tetrafluoropropane;116.0583728;453.25;0.306;300
455;1,2,2,3-tetraiodopropane;547.68264;983.52;0.268;637.37
456;1,2,2,cis-3-tetramethylcyclopentane;126.24192;609.74;0.271;411.15
457;1,2,2,trans-3-tetramethylcyclopentane;126.24192;609.74;0.271;411.15
458;1,2,2-tribromobutane;294.81158;727.5;0.495;486.95
459;1,2,2-tribromopropane;280.7847;709.19;0.451;464.15
460;1,2,2-trichloro-1,1-difluoroethane;169.3848464;529;0.288;345.05
461;1,2,2-trichlorobutane;161.45768;663.82;0.3;440
462;1,2,2-trichloropropane;147.4308;611.68;0.256;396.15
463;1,2,2-trifluorobutane;112.0947896;429.82;0.298;285.5
464;1,2,2-trifluoropropane;98.0679096;404.58;0.254;262.62
465;1,2,2-triiodobutane;435.81299;867.15;0.269;567.11
466;1,2,2-triiodopropane;421.78611;852.51;0.225;544.23
467;1,2,3,4-tetrachlorobenzene;215.89268;772.88;0.437;527.25
468;1,2,3,4-tetraethylbenzene;190.32868;708.2;0.562;524.16
469;1,2,3,4-tetrahydro-1,1,2,6-tetramethylnaphthalene;188.3128;760.47;0.511;546.31
470;1,2,3,4-tetrahydro-1,1,6-trimethylnaphthalene;174.28592;749.21;0.468;513.15
471;1,2,3,4-tetrahydro-1,1-dimethylnaphthalene;160.25904;737.62;0.424;494.15
472;1,2,3,4-tetrahydro-1,2-dimethylnaphthalene;160.25904;737.62;0.424;508.15
473;1,2,3,4-tetrahydro-1,3-dimethylnaphthalene;160.25904;737.62;0.424;507.15
474;1,2,3,4-tetrahydro-1,4-dimethylnaphthalene;160.25904;737.62;0.424;499.15
475;1,2,3,4-tetrahydro-1,5-dimethylnaphthalene;160.25904;737.62;0.424;512.15
476;1,2,3,4-tetrahydro-2,2-dimethylnaphthalene;160.25904;737.62;0.424;503.15
477;1,2,3,4-tetrahydro-2,3-dimethylnaphthalene;160.25904;737.62;0.424;506.74
478;1,2,3,4-tetrahydro-2,5,8-trimethylnaphthalene;174.28592;749.21;0.468;525.62
479;1,2,3,4-tetrahydro-2,5-dimethylnaphthalene;160.25904;737.62;0.424;509.15
480;1,2,3,4-tetrahydro-2,6-dimethylnaphthalene;160.25904;737.62;0.424;513.15
481;1,2,3,4-tetrahydro-2,7-dimethylnaphthalene;160.25904;737.62;0.424;510.15
482;1,2,3,4-tetrahydro-2,8-dimethylnaphthalene;160.25904;737.62;0.424;509.15
483;1,2,3,4-tetrahydro-5,6-dimethylnaphthalene;160.25904;737.62;0.424;525.15
484;1,2,3,4-tetrahydro-5,7-dimethylnaphthalene;160.25904;737.62;0.424;526.15
485;1,2,3,4-tetrahydro-5,8-dimethylnaphthalene;160.25904;737.62;0.424;527.15
486;1,2,3,4-tetrahydro-5-isobutylnaphthalene;188.3128;760.47;0.511;543.55
487;1,2,3,4-tetrahydro-5-methylnaphthalene;146.23216;721.7;0.379;507.15
488;1,2,3,4-tetrahydro-6,7-dimethylnaphthalene;160.25904;737.62;0.424;525.15
489;1,2,3,4-tetrahydro-6-ethyl-1,1,4,4-tetramethylnaphthalene;216.36656;780.71;0.594;580.65
490;1,2,3,4-tetrahydro-6-methylnaphthalene;146.23216;721.7;0.379;502.15
491;1,2,3,4-tetrahydronaphthalene;132.20528;720;0.335;480.77
492;1,2,3,4-tetramethylbenzene;134.22116;693;0.417;478.19
493;1,2,3,4-tetramethylcyclohexane;140.2688;642;0.402;449.2
494;1,2,3,4-tetramethylnaphthalene;184.28104;810.54;0.535;585.41
495;1,2,3,5-tetrachlorobenzene;215.89268;761.15;0.437;519.25
496;1,2,3,5-tetraethylbenzene;190.32868;708;0.594;522
497;1,2,3,5-tetramethylbenzene;134.22116;679;0.424;471.15
498;1,2,3,6-tetramethylnaphthalene;184.28104;810.54;0.535;585.41
499;1,2,3-benzenetriol;126.11184;830;0.945;581.85
500;1,2,3-tribromo-2-methylpropane;294.81158;736.76;0.495;493.15
501;1,2,3-tribromobutane;294.81158;730.78;0.531;493.15
502;1,2,3-tribromopropane;280.7847;743.76;0.52;495.31
503;1,2,3-trichloro-2-methylbutane;175.48456;635.09;0.345;457.15
504;1,2,3-trichloro-2-methylpropane;161.45768;659.52;0.3;437.15
505;1,2,3-trichloro-4-methylbenzene;195.4748;737;0.26;517.15
506;1,2,3-trichloro-5-methylbenzene;195.4748;737;0.26;519.15
507;1,2,3-trichlorobenzene;181.44792;734;0.426;491.75
508;1,2,3-trichlorobutane;161.45768;656.99;0.332;439.15
509;1,2,3-trichloropropane;147.4308;652;0.306;430
510;1,2,3-triethylbenzene;162.27492;684.37;0.479;490.66
511;1,2,3-triethylebenzene;162.27492;683;0.505;490.7
512;1,2,3-trifluorobutane;112.0947896;429.75;0.33;287.85
513;1,2,3-trifluoropropane;98.0679096;401.66;0.315;265.41
514;1,2,3-triiodo-2-methylpropane;435.81299;867.15;0.269;567.11
515;1,2,3-triiodobutane;435.81299;863.14;0.301;569.46
516;1,2,3-triiodopropane;421.78611;841.02;0.286;547.02
517;1,2,3-trimethyl-4-ethylbenzene;148.24804;699.56;0.441;493.55
518;1,2,3-trimethyl-5-ethylbenzene;148.24804;693.04;0.441;488.95
519;1,2,3-trimethylbenzene;120.19428;664.5;0.367;449.27
520;1,2,3-trimethylcyclohexane;126.24192;621.31;0.29;415.15
521;1,2,3-trimethylcyclopentene;110.19916;602.71;0.315;394.75
522;1,2,3-trimethylindene;158.24316;726;0.441;509
523;1,2,3-trimethylnaphthalene;170.25416;783.95;0.492;556.15
524;1,2,4,5-tetrachlorobenzene;215.89268;759.69;0.437;518.25
525;1,2,4,5-tetraethylbenzene;190.32868;706.85;0.562;523.16
526;1,2,4,5-tetraisopropylbenzene;246.4362;754.52;0.742;532.15
527;1,2,4,5-tetramethylbenzene;134.22116;676;0.422;469.99
528;1,2,4,6-tetramethylnaphthalene;184.28104;810.54;0.535;585.41
529;1,2,4,7-tetramethylnaphthalene;184.28104;810.54;0.535;585.41
530;1,2,4,8-tetramethylnaphthalene;184.28104;810.54;0.535;585.41
531;1,2,4-tri-tert-butylbenzene;246.4362;754.52;0.742;570.29
532;1,2,4-tribromobutane;294.81158;717.58;0.565;488.15
533;1,2,4-trichloro-5-methylbenzene;195.4748;737;0.26;504.15
534;1,2,4-trichlorobenzene;181.44792;725;0.358;486.15
535;1,2,4-trichlorobutane;161.45768;652.82;0.362;440
536;1,2,4-triethylbenzene;162.27492;684;0.501;491.15
537;1,2,4-trifluorobutane;112.0947896;426.87;0.36;288.29
538;1,2,4-triiodobutane;435.81299;856.37;0.331;569.9
539;1,2,4-triisopropylbenzene;204.35556;741;0.638;517.15
540;1,2,4-trimethyl-3-ethylbenzene;148.24804;694.17;0.441;489.75
541;1,2,4-trimethyl-5-ethylbenzene;148.24804;689.07;0.441;486.15
542;1,2,4-trimethyl-5-isopropylbenzene;162.27492;697.15;0.437;494.15
543;1,2,4-trimethyl-6-ethylbenzene;148.24804;689.07;0.441;486.15
544;1,2,4-trimethylbenzene;120.19428;649.1;0.379;442.53
545;1,2,4-trimethylcyclohexane, isomers;126.24192;621.31;0.29;415.05
546;1,2,4-trimethylnaphthalene;170.25416;782.54;0.492;555.15
547;1,2,5,6-tetramethylnaphthalene;184.28104;810.54;0.535;585.41
548;1,2,5,8-tetramethylnaphthalene;184.28104;810.54;0.535;585.41
549;1,2,5-trichloro-3-methylbenzene;195.4748;737;0.26;503.15
550;1,2,5-trimethyl-8-isopropylnaphthalene;212.3348;808.25;0.605;581.25
551;1,2,5-trimethylnaphthalene;170.25416;779.72;0.492;553.15
552;1,2,6,8-tetramethylnaphthalene;184.28104;810.54;0.535;585.41
553;1,2,6-trimethylnaphthalene;170.25416;779.72;0.492;553.15
554;1,2,7-trimethylnaphthalene;170.25416;776.9;0.492;551.15
555;1,2,8-trimethylnaphthalene;170.25416;786.77;0.492;558.15
556;1,2-bis(ethylthio)ethane;150.30916;673;0.37;490.15
557;1,2-bis(methylthio)ethane;122.2554;642;0.346;455.15
558;1,2-butadiene;54.09164;452;0.166;284
559;1,2-butanediol;90.1222;680;0.631;469.57
560;1,2-dibromo-2,3-dimethylbutane;243.96928;684.21;0.526;486.03
561;1,2-dibromo-2-methylbutane;229.9424;665.93;0.414;446.15
562;1,2-dibromo-2-methylpropane;215.91552;644.38;0.369;422.15
563;1,2-dibromo-3,3-dimethylbutane;243.96928;684.21;0.526;486.03
564;1,2-dibromo-3-methylbutane;229.9424;659.19;0.448;445.24
565;1,2-dibromobutane;215.91552;659.28;0.429;439.46
566;1,2-dibromoethane;187.86176;650.15;0.207;404.51
567;1,2-dibromoheptane;257.99616;700.05;0.571;501.15
568;1,2-dibromohexane;243.96928;684.21;0.526;486.03
569;1,2-dibromononane;286.04992;729.44;0.659;545.65
570;1,2-dibromooctane;272.02304;716.02;0.616;514.15
571;1,2-dibromopentane;229.9424;671.42;0.48;457.15
572;1,2-dibromopropane;201.88864;634.11;0.384;413.16
573;1,2-dibromotetrafluoroethane;259.8236128;487.8;0.243;320.31
574;1,2-dichloro-1,1,2,2-tetrafluoroethane;170.9210128;418.85;0.252;276.92
575;1,2-dichloro-1,1,2-trifluoroethane;152.9305496;461.6;0.241;301.15
576;1,2-dichloro-1,1-difluoroethane;134.9400864;495.15;0.298;319.78
577;1,2-dichloro-1,2,3,3,4,4-hexafluorocyclobutane;232.9398192;497;0.233;332.15
578;1,2-dichloro-1,2-difluoroethane;134.9400864;487.57;0.295;319.95
579;1,2-dichloro-1-fluoroethane;116.9496232;538.33;0.272;346.95
580;1,2-dichloro-2-butene;124.99704;640;0.302;403.65
581;1,2-dichloro-2-methylbutane;141.0398;615.95;0.291;407.15
582;1,2-dichloro-2-methylpropane;127.01292;584.32;0.247;380.15
583;1,2-dichloro-3-methylbutane;141.0398;620.02;0.323;416.15
584;1,2-dichloro-4,4-dimethylpentane;169.09356;654.02;0.442;448.15
585;1,2-dichloro-4-(chloromethyl)benzene;195.4748;737;0.26;514.15
586;1,2-dichloro-4-nitrobenzene;192.00076;758;0.539;529
587;1,2-dichlorobutane;127.01292;600;0.299;397.15
588;1,2-dichloroethane;98.95916;561.6;0.287;356.59
589;1,2-dichloroethylene, cis and trans;96.94328;505.67;0.267;328.15
590;1,2-dichloroheptane;169.09356;654.02;0.442;454.15
591;1,2-dichlorohexafluoropropane;220.9288192;449;0.329;309.25
592;1,2-dichlorohexane;155.06668;633.09;0.397;446.15
593;1,2-dichloropentane;141.0398;620.88;0.352;420.15
594;1,2-dichloropropane;112.98604;572;0.256;369.52
595;1,2-dichloropropane, (±);112.98604;568.62;0.249;369.55
596;1,2-dichloropropene;110.97016;577;0.206;348.15
597;1,2-dicyclohexylethane;194.36044;762.12;0.429;545.65
598;1,2-dicyclohexylpropane;208.38732;766.86;0.471;557.65
599;1,2-diethylnaphthalene;184.28104;812.35;0.537;585.41
600;1,2-difluoro-2-methylbutane;108.1312064;463.73;0.29;309.11
601;1,2-difluoro-2-methylpropane;94.1043264;472.94;0.246;308.15
602;1,2-difluoro-3-methylbutane;108.1312064;463.41;0.321;311.46
603;1,2-difluorobutane;94.1043264;487.3;0.306;323.15
604;1,2-difluoroethane;66.0505664;445;0.222;283.65
605;1,2-difluoropentane;108.1312064;513.8;0.351;348.15
606;1,2-difluoropropane;80.0774464;443.3;0.265;288.15
607;1,2-dihydroxy-3-methylbenzene;124.13932;776.37;0.565;521.15
608;1,2-dihydroxy-4-methylbenzene;124.13932;791.27;0.565;531.15
609;1,2-diiodo-2-methylbutane;323.94334;752.99;0.271;496.85
610;1,2-diiodo-2-methylpropane;309.91646;735.41;0.227;473.97
611;1,2-diiodo-3-methylbutane;323.94334;750.13;0.302;499.2
612;1,2-diiodobutane;309.91646;726.41;0.281;476.76
613;1,2-diiodoethane;281.8627;749.91;0.223;473.16
614;1,2-diiodopentane;323.94334;744.5;0.332;499.64
615;1,2-diiodopropane;295.88958;780.49;0.237;500.16
616;1,2-diisopropylbenzene;162.27492;697.15;0.437;477.15
617;1,2-dimethoxyethane;90.1222;536.15;0.346;357.2
618;1,2-dimethyl-3-isopropylbenzene;148.24804;679.93;0.411;475.75
619;1,2-dimethyl-3-propylbenzene;148.24804;686.65;0.441;483.85
620;1,2-dimethyl-4-ethylnaphthalene;184.28104;811.44;0.536;585.41
621;1,2-dimethyl-4-isopropylbenzene;148.24804;678.79;0.411;474.95
622;1,2-dimethyl-4-propylbenzene;148.24804;684.1;0.441;482.05
623;1,2-dimethyl-7-ethylnaphthalene;184.28104;811.44;0.536;585.41
624;1,2-dimethylcyclohexane, (cis+trans);112.21504;597.51;0.236;399.05
625;1,2-dimethylcyclohexene;110.19916;621.08;0.26;411.13
626;1,2-dimethylcyclopentane;98.18816;556.47;0.271;370
627;1,2-dimethylcyclopentene;96.17228;579.44;0.245;378.95
628;1,2-dimethylnaphthalene;156.22728;775.34;0.443;539.46
629;1,2-dimethylpropyl acetate;130.18696;576;0.435;401.65
630;1,2-dimethylpropyl butanoate;158.24072;608;0.868;462.66
631;1,2-dimethylpropyl formate;116.16008;573;0.409;393.32
632;1,2-dimethylpropyl propanoate;144.21384;593;0.735;439.78
633;1,2-dimethylpropylamine;87.16496;527.4;0.393;357.15
634;1,2-diphenyl-1-propene;194.27616;796.49;0.465;558.65
635;1,2-diphenylbutane;210.31892;778.3;0.452;564.15
636;1,2-diphenylethane;182.26516;780;0.488;553.65
637;1,2-diphenylpropane;196.29204;781.16;0.492;556.81
638;1,2-eicosanediol;314.55228;849.99;1.006;693.15
639;1,2-epoxybutane;72.10692;526;0.235;336.57
640;1,2-ethanedithiol;94.20164;663;0.257;419.2
641;1,2-hexadiene;82.1454;526;0.276;349.15
642;1,2-nonadecanediol;300.5254;831.78;1.074;679.15
643;1,2-pentadiene;68.11852;500;0.154;318.01
644;1,2-propanediamine;74.12588;587;0.474;392.45
645;1,2-propanediamine, (±);74.12588;587;0.474;392.65
646;1,2-propanediol (propylene glycol);76.09532;626;1.107;460.75
647;1,2-propanediol 1-methacrylate;144.17048;663;0.754;485
648;1,2-propylene oxide;58.08004;482.25;0.268;307.65
649;1,20-eicosanediol;314.55228;873.91;0.993;712.15
650;1,3,3-tribromobutane;294.81158;684.47;0.495;458.15
651;1,3,3-trichlorobutane;161.45768;633.65;0.3;420
652;1,3,3-trifluorobutane;112.0947896;429.82;0.298;285.5
653;1,3,3-triiodobutane;435.81299;867.15;0.269;567.11
654;1,3,5,-trimethylcyclohexane;126.24192;621.31;0.29;411
655;1,3,5,7-cyclooctatetraene;104.15152;642.55;0.244;413.16
656;1,3,5,8-tetramethylnaphthalene;184.28104;810.54;0.535;585.41
657;1,3,5-cycloheptatriene;92.14052;593.9;0.324;388.65
658;1,3,5-tri-tert-butylbenzene;246.4362;754.52;0.742;521.25
659;1,3,5-triazine-2,4,6-triamine;126.12108;1017;0.695;704
660;1,3,5-trichlorobenzene;181.44792;718;0.36;481.55
661;1,3,5-triethylbenzene;162.27492;678;0.508;489.05
662;1,3,5-triisopropylbenzene;204.35556;741;0.638;511.15
663;1,3,5-trimethyl-2-ethylbenzene;148.24804;688.22;0.441;485.55
664;1,3,5-trimethylnaphthalene;170.25416;786.07;0.492;557.65
665;1,3,5-trinitrobenzene;213.10644;846;0.862;629.6
666;1,3,6,7-tetramethylnaphthalene;184.28104;810.54;0.535;585.41
667;1,3,6,8-tetramethylnaphthalene;184.28104;807.6;0.524;576.21
668;1,3,6-trimethylnaphthalene;170.25416;779.72;0.492;553.15
669;1,3,7-trimethylnaphthalene;170.25416;779.72;0.492;553.15
670;1,3,8-trimethyl-5-isopropylnaphthalene;212.3348;808.25;0.605;581.25
671;1,3,8-trimethylnaphthalene;170.25416;786.77;0.492;558.15
672;1,3-bis(methylthio)propane;136.28228;657.5;0.358;364.15
673;1,3-butanediamine;88.15276;612.33;0.533;419.15
674;1,3-butanediol;90.1222;676;0.704;481.38
675;1,3-cyclohexadiene;80.12952;558;0.231;353.49
676;1,3-cyclooctadiene;108.18328;645;0.286;416.15
677;1,3-di-tert-butylbenzene;190.32868;712.89;0.565;523.94
678;1,3-diaminopentane;102.17964;637.67;0.591;437.15
679;1,3-dibromo-2,2-dimethylpropane;229.9424;686.65;0.382;456.15
680;1,3-dibromo-2-(bromomethyl)propane;294.81158;724.93;0.565;493.15
681;1,3-dibromo-2-ethylpropane;229.9424;661.07;0.414;442.89
682;1,3-dibromo-2-methylbutane;229.9424;659.19;0.448;445.24
683;1,3-dibromo-2-methylpropane;215.91552;672.32;0.435;448.15
684;1,3-dibromo-3-methylbutane;229.9424;661.07;0.414;442.89
685;1,3-dibromobutane;215.91552;672.32;0.435;448.15
686;1,3-dibromopentane;229.9424;680.24;0.48;463.15
687;1,3-dibromopropane;201.88864;669.94;0.422;440.45
688;1,3-dichloro-1-butene;124.99704;640;0.302;398.15
689;1,3-dichloro-2,2-dimethylpropane;141.0398;629.69;0.291;419.15
690;1,3-dichloro-2-(chloromethyl)-2-methylpropane;175.48456;635.09;0.345;447.65
691;1,3-dichloro-2-(chloromethyl)-propane;161.45768;597.58;0.362;402.77
692;1,3-dichloro-2-butene, cis and trans;124.99704;640;0.302;401.15
693;1,3-dichloro-2-ethylpropane;141.0398;617.7;0.352;418
694;1,3-dichloro-2-methylbutane;141.0398;622.78;0.323;418
695;1,3-dichloro-2-methylpropane;127.01292;616.35;0.308;408.15
696;1,3-dichloro-2-propanol;128.98544;633;0.7;447.45
697;1,3-dichloro-3-methylbutane;141.0398;627.97;0.291;419.85
698;1,3-dichloro-5-(chloromethyl)benzene;195.4748;737;0.26;483.65
699;1,3-dichloro-trans-2-butene;124.99704;618;0.242;402
700;1,3-dichlorobutane;127.01292;614.09;0.308;406.65
701;1,3-dichloropentane;141.0398;632.7;0.352;428.15
702;1,3-dichloropropane;112.98604;603;0.292;393.55
703;"1,3-dichloropropene; (cis+trans)";110.97016;577;0.206;380.65
704;1,3-dicyclohexyl-2-ethylpropane;236.44108;776.31;0.551;579.15
705;1,3-dicyclohexyl-2-methylpropane;222.4142;768.14;0.512;568.35
706;1,3-dicyclohexylbutane;222.4142;768.14;0.512;576.34
707;1,3-dicyclohexylpropane;208.38732;766.86;0.471;564.65
708;1,3-dicyclopentadiene;132.20528;660;0.288;443
709;1,3-diethylcyclopentane;126.24192;610.99;0.302;423.15
710;1,3-difluoro-2,2-dimethylpropane;108.1312064;463.73;0.29;309.11
711;1,3-difluoro-2-(fluoromethyl)-propane;112.0947896;426.87;0.36;288.29
712;1,3-difluoro-2-ethylpropane;108.1312064;460.3;0.351;311.9
713;1,3-difluoro-2-methylbutane;108.1312064;463.41;0.321;311.46
714;1,3-difluoro-2-methylpropane;94.1043264;506.9;0.306;336.15
715;1,3-difluoro-3-methylbutane;108.1312064;463.73;0.29;309.11
716;1,3-difluorobutane;94.1043264;502.38;0.306;333.15
717;1,3-difluoropentane;108.1312064;521.18;0.351;353.15
718;1,3-difluoropropane;80.0774464;480.87;0.292;314.45
719;1,3-dihydroxy-2-methylbenzene;124.13932;801.7;0.565;538.15
720;1,3-dihydroxy-4-methylbenzene;124.13932;809.15;0.565;543.15
721;1,3-dihydroxy-5-methylbenzene;124.13932;834.47;0.565;560.15
722;1,3-diiodo-2,2-dimethylpropane;323.94334;752.99;0.271;496.85
723;1,3-diiodo-2-(iodomethyl)-propane;435.81299;856.37;0.331;569.9
724;1,3-diiodo-2-ethylpropane;323.94334;744.5;0.332;499.64
725;1,3-diiodo-2-methylbutane;323.94334;750.13;0.302;499.2
726;1,3-diiodo-2-methylpropane;309.91646;726.41;0.287;476.76
727;1,3-diiodo-3-methylbutane;323.94334;752.99;0.271;496.85
728;1,3-diiodobutane;309.91646;726.41;0.287;476.76
729;1,3-diiodopentane;323.94334;744.5;0.332;499.64
730;1,3-diiodopropane;295.88958;766.97;0.273;496.15
731;1,3-dimethyl-2-isopropylbenzene;148.24804;674.78;0.411;472.15
732;1,3-dimethyl-2-propylbenzene;148.24804;682.26;0.441;480.75
733;1,3-dimethyl-4-isopropylbenzene;148.24804;674.93;0.411;472.25
734;1,3-dimethyl-4-phenyl benzene;182.26516;783.2;0.444;543.15
735;1,3-dimethyl-4-propylbenzene;148.24804;680.84;0.441;479.75
736;1,3-dimethyl-5-ethylnaphthalene;184.28104;811.44;0.536;585.41
737;1,3-dimethyl-5-isopropylbenzene;148.24804;668.35;0.411;467.65
738;1,3-dimethyl-5-phenyl benzene;182.26516;785;0.476;548.15
739;1,3-dimethyl-5-propylbenzene;148.24804;674.65;0.441;475.39
740;1,3-dimethyl-6-ethylnaphthalene;184.28104;811.44;0.536;585.41
741;1,3-dimethyladamantane;164.2908;708;0.293;476.44
742;1,3-dimethylcyclohexane, cis and trans;112.21504;597.51;0.236;393.1
743;1,3-dimethylcyclohexene;110.19916;604.64;0.26;400.25
744;1,3-dimethylcyclopentane;98.18816;556.47;0.271;365.1
745;1,3-dimethylcyclopentene;96.17228;558.34;0.245;365.15
746;1,3-dimethylnaphthalene;156.22728;773.76;0.443;538.36
747;1,3-dioxane;88.10632;590;0.289;378.15
748;1,3-diphenyl-1-butene;208.30304;790.85;0.509;584.15
749;1,3-diphenyl-1-propene;194.27616;796.49;0.465;575.15
750;1,3-diphenyl-2-methylpropane;210.31892;778.3;0.452;576.15
751;1,3-diphenylbutane, (±);210.31892;778.3;0.452;566.15
752;1,3-diphenylpentane;224.3458;786.4;0.587;577.15
753;1,3-diphenylpropane;196.29204;797.05;0.523;571.85
754;1,3-diphenyltriazene;197.23956;845;0.623;610
755;1,3-eicosanediol;314.55228;863.48;1.006;704.15
756;1,3-hexadiene, cis and trans;82.1454;526.51;0.25;346.55
757;1,3-nonadecanediol;300.5254;845.25;1.074;690.15
758;"1,3-pentadiene; (cis+trans)";68.11852;492.61;0.153;315.05
759;1,3-propanediamine;74.12588;608;0.506;410.15
760;1,3-propanediol;76.09532;724;0.74;487.55
761;1,3-propylene oxide;58.08004;520;0.201;321
762;1,4,5,8-tetramethylnaphthalene;184.28104;810.54;0.535;585.41
763;1,4,5-trimethylnaphthalene;170.25416;786.77;0.492;558.15
764;1,4,6,7-tetramethylnaphthalene;184.28104;810.54;0.535;585.41
765;1,4,6-trimethylnaphthalene;170.25416;776.9;0.492;551.15
766;1,4-benzenedicarboxaldehyde;134.13444;739;0.583;519.65
767;1,4-butanediamine;88.15276;612.33;0.533;431.65
768;1,4-cyclohexadiene;80.12952;569;0.205;360.15
769;1,4-cyclohexanedicarboxylic acid;172.18088;889;1.036;669
770;1,4-cyclooctadiene;108.18328;645;0.286;418.15
771;1,4-di-tert-butylbenzene;190.32868;708;0.502;510.43
772;1,4-dibromo-2,3-dimethylbutane;243.96928;684.21;0.526;486.03
773;1,4-dibromo-2-methylbutane;229.9424;654.58;0.48;445.68
774;1,4-dibromobutane;215.91552;699.44;0.467;470.15
775;1,4-dibromohexane;243.96928;684.21;0.526;486.03
776;1,4-dibromooctane;272.02304;716.02;0.616;524.48
777;1,4-dibromopentane;229.9424;694.92;0.48;473.15
778;1,4-dichloro-2-butene;124.99704;640;0.302;430.15
779;1,4-dichloro-2-methylbutane;141.0398;617.7;0.352;441.65
780;1,4-dichloro-cis-2-butene;124.99704;640;0.33;425.65
781;1,4-dichloro-trans-2-butene;124.99704;646;0.328;429.26
782;1,4-dichlorobutane;127.01292;641;0.326;428.25
783;1,4-dichloropentane;141.0398;643.04;0.352;435.15
